periodid,periodname,periodcode,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,MOH 731 Total Positive (Add HV02-10 - HV02-14) HV02-15,MOH 731 15-24 (F) HV01-47,MOH 731 15-24 (M) HV01-46,MOH 731 25+ (F) HV01-49,MOH 731 25+ (M) HV01-48,MOH 731 Known Exposure_at Penta 1 HV02-37,MOH 731 Known Positive at 1st ANC HV02-03,MOH 731 Mother-baby pairs_24mths HV02-51,MOH 731 On ART_10-14 (F) HV03-031,MOH 731 On ART_10-14(M) HV03-030,MOH 731 On ART_15-19 (F) HV03-033,MOH 731 On ART_15-19(M) HV03-032,MOH 731 On ART_20-24 (F) HV03-035,MOH 731 On ART_20-24(M) HV03-034,MOH 731 On ART_25+ (F) HV03-037,MOH 731 On ART_25+(M) HV03-036,MOH 731 Presumed TB_Total HV03-058,MOH 731 Screen for TB _1-9 HV03-052,MOH 731 Screen for TB _10-14 HV03-053,MOH 731 Screen for TB _15-19 HV03-054,MOH 731 Screen for TB _20-24 HV03-055,MOH 731 Screen for TB _25+ HV03-056,MOH 731 Screen for TB_Total HV03-057,MOH 731 Screen for TB_<1 HV03-051,MOH 731 Screen CaCx_New F18+ HV03-087,MOH 731 Start ART_10-14 (F) HV03-019,MOH 731 Start ART_10-14(M) HV03-018,MOH 731 Start ART_15-19 (F) HV03-021,MOH 731 Start ART_15-19(M) HV03-020,MOH 731 Start ART_20-24 (F) HV03-023,MOH 731 Start ART_20-24(M) HV03-022,MOH 731 Start ART_25+ (F) HV03-025,MOH 731 Start ART_25+(M) HV03-024
2020,2020,2020,zI6vnsXresW,Bunyala Sub County,KE_SubCounty_2973,,226.0,75.0,55.0,206.0,192.0,1907.0,179.0,197.0,865.0,982.0,973.0,711.0,1308.0,213.0,31834.0,20726.0,92.0,1048.0,1791.0,1580.0,1293.0,45538.0,51272.0,17.0,236.0,3.0,2.0,16.0,2.0,30.0,9.0,156.0,130.0
2020,2020,2020,yWPcTwGwQ2B,Bura Sub County,KE_SubCounty_3249,,22.0,3.0,0.0,1.0,36.0,0.0,26.0,0.0,27.0,33.0,25.0,42.0,4918.0,35.0,1615.0,432.0,342.0,22.0,47.0,49.0,122.0,1429.0,1757.0,3.0,6.0,0.0,0.0,1.0,0.0,2.0,2.0,37.0,17.0
2020,2020,2020,wt8cPHWfkfu,Bureti Sub County,KE_SubCounty_3025,,166.0,44.0,37.0,57.0,63.0,122.0,98.0,93.0,855.0,991.0,1283.0,864.0,1998.0,659.0,26822.0,12370.0,367.0,1137.0,1669.0,1898.0,2220.0,36262.0,43196.0,10.0,540.0,0.0,2.0,11.0,1.0,34.0,7.0,188.0,119.0
2020,2020,2020,Tvf1zgVZ0K4,Busia County,KE_County_40,,1430.0,1079.0,762.0,2175.0,2295.0,14753.0,979.0,999.0,5801.0,5617.0,6886.0,5148.0,10434.0,2754.0,237363.0,114280.0,1063.0,9164.0,11018.0,11540.0,12232.0,320988.0,365086.0,213.0,6540.0,16.0,9.0,92.0,13.0,331.0,57.0,1539.0,1036.0
2020,2020,2020,K7mZpm8COh7,Butere Sub County,KE_SubCounty_3014,,214.0,120.0,70.0,260.0,337.0,2278.0,138.0,163.0,954.0,755.0,855.0,678.0,1268.0,242.0,28398.0,10714.0,48.0,1524.0,1613.0,1425.0,1433.0,37574.0,43620.0,51.0,170.0,2.0,2.0,16.0,3.0,43.0,6.0,171.0,91.0
2020,2020,2020,RIBiZFJxB1K,Butula Sub County,KE_SubCounty_2975,,261.0,72.0,66.0,181.0,147.0,668.0,185.0,136.0,1127.0,1049.0,1240.0,932.0,1770.0,663.0,43655.0,19923.0,102.0,1876.0,2174.0,2153.0,2407.0,60297.0,68977.0,40.0,336.0,2.0,0.0,9.0,6.0,61.0,10.0,270.0,202.0
2020,2020,2020,xN5aPo4ZOIt,Buuri East Sub County,KE_SubCounty_3111,,42.0,65.0,42.0,299.0,297.0,24.0,33.0,12.0,169.0,166.0,313.0,124.0,250.0,73.0,8752.0,3555.0,97.0,137.0,136.0,195.0,217.0,4978.0,5415.0,7.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,48.0,28.0
2020,2020,2020,XlYC8FMUgxi,Buuri West Sub County,KE_SubCounty_3260,,34.0,18.0,9.0,34.0,29.0,1.0,24.0,15.0,77.0,92.0,60.0,82.0,306.0,203.0,4308.0,2121.0,44.0,155.0,170.0,142.0,262.0,5802.0,6535.0,5.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,34.0,25.0
2020,2020,2020,OvI6w06DhPJ,Changamwe Sub County,KE_SubCounty_3132,,373.0,173.0,106.0,1297.0,1295.0,244.0,295.0,323.0,1671.0,1647.0,2166.0,1903.0,2854.0,1745.0,121979.0,55591.0,631.0,2261.0,3246.0,4023.0,4593.0,176380.0,190441.0,37.0,800.0,10.0,4.0,14.0,4.0,61.0,16.0,513.0,330.0
2020,2020,2020,PUhMyfDD2xp,Chepalungu Sub County,KE_SubCounty_2962,,93.0,71.0,40.0,89.0,86.0,48.0,60.0,46.0,384.0,320.0,420.0,250.0,600.0,163.0,10722.0,4131.0,232.0,425.0,424.0,335.0,373.0,6318.0,7890.0,15.0,1.0,2.0,2.0,5.0,0.0,14.0,4.0,66.0,45.0
