organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,MOH 731 Positive Results _L&D HV02-12,MOH 731 Positive Results_ANC HV02-11,MOH 731 Positive Results_PNC<=6wks HV02-13,MOH 731 Positive_Total (Sum HV01-18 to HV01-25) HV01-26,burden_category
hHHNQYQj75L,St Joseph Nursing Home,16409,,0.0,1.0,0.0,1.0,Low/Moderate
K9f6OavyAsf,St Joseph W Dispensary (Westlands),13209,,0.0,0.0,0.0,10.0,High
AHM06z0QKsS,St Joseph's Health Centre (Dagoretti),13210,,0.0,0.0,0.0,7.0,High
yr1OdefeL3S,St Joseph's Obaga Dispensary,14111,,0.0,1.0,0.0,6.0,High
iV6KcqpZpNP,St Joseph's Shelter of Hope,11817,,0.0,0.0,0.0,4.0,Low/Moderate
acxCwaHOfUQ,St Jude Thaddeus Medical Clinic,19672,,0.0,1.0,0.0,1.0,Low/Moderate
U0hYJdN3jod,St Judes Nursing Home Hospital,19603,,0.0,0.0,0.0,3.0,Low/Moderate
MXHxepw8K5w,St Kizito Health Centre,14114,,0.0,0.0,0.0,1.0,Low/Moderate
mrRGRJwEwUm,St Lawrence Dispensary,17517,,0.0,0.0,0.0,1.0,Low/Moderate
NLxBa404u4k,St Leonard Hospital,15649,,0.0,0.0,0.0,4.0,Low/Moderate
Dpo1W5ZFOY0,St Lukes ( ACK) Nursing Home(Kaloleni),11818,,0.0,0.0,0.0,13.0,Very High
BOcLXF8VIvK,St Mark Medical Clinic - Tala,16742,,0.0,0.0,0.0,7.0,High
bX5nd5eRa7d,St Mark's Lela Health Centre,14118,,0.0,1.0,0.0,7.0,High
Y9ozzrFMnYy,St Mary Health Centre (Kiserian),15652,,0.0,0.0,0.0,3.0,Low/Moderate
YcdzOTWj8p0,St Mary's Dispensary (Lugari),16139,,0.0,0.0,0.0,2.0,Low/Moderate
nglM1rnUbDc,St Mary's Health Care,22554,Near View Breeze Hotel,0.0,0.0,0.0,1.0,Low/Moderate
ymQ38wfUUFK,St Mary's Health Services,13217,,0.0,0.0,0.0,1.0,Low/Moderate
Exfoa5M734Y,St Mary's Holistic Medical Clinic,24034,,0.0,0.0,0.0,2.0,Low/Moderate
Ohe5HjRN8PF,St Mary's Hospital (Gilgil),15654,,0.0,0.0,0.0,4.0,Low/Moderate
Ohx8SxDgCfo,St Mary's Hospital (Mumias),16141,,0.0,1.0,0.0,40.0,Severe
NGhrinWu2pY,St Mary's Kalokol Primary Health Care Programme,15656,,0.0,0.0,0.0,4.0,Low/Moderate
chXwFzmckgz,St Mary's Mission Hospital,13218,,0.0,1.0,1.0,18.0,Very High
tXopH4h3EtN,St Mary's Yala Dispensary,16418,,0.0,1.0,0.0,4.0,Low/Moderate
d23ZMyDAOEE,St Mathews and Sarah Dispensary,11059,,0.0,0.0,0.0,2.0,Low/Moderate
KH5TZ2Kiuld,St Mercelline Roo Health centre (Suba),14059,,0.0,0.0,0.0,5.0,Low/Moderate
ZSGZG998uN2,St Michael Dispensary,15658,,0.0,0.0,0.0,1.0,Low/Moderate
yFn8SX1qQbG,St Monica Hospital,14120,,0.0,2.0,0.0,18.0,Very High
Cpr8bbDF973,St Monica Hospital (Town Clinic),20836,,0.0,0.0,0.0,8.0,High
Qv62ysRtBDq,St Monica Nakwamekwi Dispensary,15661,,0.0,3.0,0.0,11.0,High
gMhjxJKU9mM,St Monica Rapogi Hospital,14121,,0.0,2.0,0.0,15.0,Very High
umZH5Ae9wN1,St Mulumba Mission Hospital,10765,,0.0,1.0,0.0,4.0,Low/Moderate
Uzeho3ZhlQI,St Odilia's Dispensary,13221,,0.0,0.0,0.0,3.0,Low/Moderate
qxRsPXiP9p4,St Orsola Mission Hospital,12769,,1.0,0.0,0.0,8.0,High
L3W78DWaVfN,St Patrick Health Care Centre,13222,,0.0,0.0,0.0,1.0,Low/Moderate
bPtuj3SUxZm,St Patrick Kanamkemer Dispensary,15662,,0.0,0.0,0.0,8.0,High
Xac1eOb2dTq,St Paul Dispensary,14123,,0.0,0.0,0.0,6.0,High
QDx1Cr19K3c,St Paul's Mission Hospital,14124,,0.0,2.0,0.0,10.0,High
F3B1mEj38qX,St Peter's and Ann Medical Centre,22646,Medical Centre,0.0,0.0,0.0,1.0,Low/Moderate
COpiQeVtvEL,St Pius Musoli Health Centre,16145,,0.0,2.0,0.0,13.0,Very High
QwwfA6dvS2J,St Raphael Okoth Dispensary,22384,,0.0,0.0,0.0,3.0,Low/Moderate
yE0YJfPxCUc,St Raphael's Clinic,17683,,0.0,0.0,0.0,9.0,High
fwMQloLWpni,St Ruth Clinic,14125,,0.0,0.0,0.0,2.0,Low/Moderate
IKw542PHZxa,St Teresa Medical Clinic,12772,,0.0,0.0,0.0,2.0,Low/Moderate
r46AQF1KZv5,St Teresa Nursing Home,11071,,0.0,0.0,0.0,4.0,Low/Moderate
n5BCxrg0imy,St Teresa's Parish Dispensary,13225,,0.0,0.0,0.0,2.0,Low/Moderate
hkGIxRAqS3b,St Theresa Dispensary,11826,,0.0,1.0,0.0,1.0,Low/Moderate
BlRuaWrVcQB,ST Theresa Gitare Dispensary,29269,,0.0,0.0,0.0,1.0,Low/Moderate
nGyonUvdpOm,St Theresa Hospital (Kiirua),12303,,0.0,0.0,0.0,12.0,Very High
zm8SMP2MmKm,St Therese Dispensary,15667,,0.0,1.0,0.0,6.0,High
eUtPAJRaZMI,St Thomas Maternity Hospital,18435,,0.0,1.0,0.0,3.0,Low/Moderate
py5vYZIHN6z,St Valeria Medical Clinic,11828,,0.0,0.0,0.0,1.0,Low/Moderate
jNY1DdzbBDr,St Veronica EDARP Clinic,18409,FBO,0.0,1.0,0.0,4.0,Low/Moderate
dEPpmoSHG1v,St Vincent Catholic Clinic,13230,,0.0,4.0,0.0,14.0,Very High
WCFjDYvoyij,St Vincent Clinic (Kisumu East),14127,,0.0,0.0,0.0,4.0,Low/Moderate
OaoMmCrvSNm,St Vincents De Paul Health Centre,14128,,0.0,0.0,0.0,10.0,High
ubuTf8Sdoih,St. Joseph RiftValley Hospital,25155,Primary care hospital,0.0,0.0,0.0,19.0,Severe
jjHfXDDJGS7,St. Lucia Medical Centre,25071,Medical Centre,0.0,0.0,0.0,3.0,Low/Moderate
MsF0OYgs0ut,St. Monica Eregi Mission Health Centre,15881,,1.0,0.0,0.0,2.0,Low/Moderate
nmHHcE1kOsS,St. Peters Clever Health Centre,13795,,0.0,1.0,0.0,8.0,High
emLCWt34jqJ,St.John's Mission Hospital,24931,,0.0,0.0,0.0,1.0,Low/Moderate
tfF4u9ZIaPU,St.Lawrence Hospital,21162,Kanyada Homa bay - Rongo Road,0.0,0.0,0.0,4.0,Low/Moderate
fUwtOHR3iUn,St.Mary's Ringa Health Centre,20364,,0.0,0.0,0.0,6.0,High
LqjMvQa9FEg,St.Raphael Dispensary (Matisi),18515,,0.0,1.0,0.0,12.0,Very High
zRBS2zoqdK1,St.Rita Hospital,27363,,0.0,0.0,0.0,1.0,Low/Moderate
yY09wUgxTvI,St.Scholastica Uzima Hospital,13246,,0.0,2.0,0.0,10.0,High
pWR66wmbzpU,ST.TERESA ASANTE NAGOYA DISPENSARY,22922,,0.0,1.0,0.0,4.0,Low/Moderate
okndWT0Msuy,St.Ursula's Dispensary,15669,,0.0,0.0,0.0,1.0,Low/Moderate
N7I77jkJALV,Stanley Health Services,24659,,0.0,0.0,0.0,1.0,Low/Moderate
FRl0E7Ux4wQ,Star Hospital Kisumu (Annex),23543,,0.0,0.0,0.0,1.0,Low/Moderate
zkY1vTT6ZhX,Star Maternity & Nursing Home,14129,,0.0,0.0,0.0,2.0,Low/Moderate
v8TZZfCfq38,Star Specialist Hospital Limited,11829,,0.0,0.0,0.0,1.0,Low/Moderate
bKNoJXJZYXg,State House Dispensary (Mombasa),11831,,0.0,0.0,0.0,1.0,Low/Moderate
MuDVPrkGT72,Stejon Health care services,23971,,0.0,0.0,0.0,1.0,Low/Moderate
KJUjdK8FAVd,Straight up Medical Clinic,24647,,0.0,0.0,0.0,1.0,Low/Moderate
HA5i0GTECJG,Suam Wema Medical Clinic,28867,,0.0,0.0,0.0,1.0,Low/Moderate
rLTST5T975t,Suba North Sub-County Hospital,13798,,0.0,3.0,0.0,19.0,Severe
bPtrtamWTmT,Suba Sub County Hospital,14130,,0.0,5.0,0.0,14.0,Very High
v0GRG4yvnRW,Subukia Sub County Hospital,15678,,0.0,0.0,0.0,10.0,High
ldTs7l4tu6V,Subuku Health Centre,11076,,0.0,0.0,0.0,2.0,Low/Moderate
T1uXrFqADc3,Sucos Hospital,14204,,0.0,0.0,0.0,1.0,Low/Moderate
Cl76IbPa084,Suguta Health Centre,14131,,0.0,1.0,0.0,2.0,Low/Moderate
t75KnRpIucJ,Sultan Hamud Sub County Hospital,12777,,3.0,2.0,0.0,21.0,Severe
bcDbN0OHWLe,Sulwe Dispensary,20246,near chesamisi market,0.0,1.0,0.0,1.0,Low/Moderate
r7hNHZYd4pj,Sumba Community Dispensary,14133,,0.0,1.0,0.0,3.0,Low/Moderate
GCf3d9mHavm,Summit Medical Clinic (Chepilat),23159,,0.0,0.0,0.0,4.0,Low/Moderate
xKOxyxxlXk1,Suna Nursing and Maternity Home,14134,,0.0,2.0,0.0,3.0,Low/Moderate
hcF52HKSsCR,Suna Rabuor Dispensary,14135,situated in Suba East Division and its  a GOK Facility,0.0,1.0,0.0,6.0,High
Sepsy4Bb35C,Suna Ragana Dispensary,14136,Situated in Suba Central and its a GOK Facilily,0.0,3.0,0.0,13.0,Very High
XgCDq1zkmPu,Sunga Dispensary,17175,,0.0,0.0,0.0,4.0,Low/Moderate
GuapP3gRe0D,Sunview Maternity and Nursing Home,19739,,0.0,0.0,0.0,2.0,Low/Moderate
t1Sit0KrbOb,Survivors Organization,29764,,0.0,0.0,0.0,1.0,Low/Moderate
TfGXT6KZQ1C,Survivors Organization Clinic,21966,,0.0,0.0,0.0,7.0,High
XgoiKilkyNj,Suswa Dispensary,26832,,0.0,0.0,0.0,3.0,Low/Moderate
NxWEAdV6b7a,Suwerwa Health Centre,15692,,0.0,1.0,0.0,2.0,Low/Moderate
Pz39ORJFqm7,Swindon St Elizabeth Clinic,14138,,0.0,1.0,0.0,2.0,Low/Moderate
R2rsYA67uem,SWOP Clinic Donholm,22349,,0.0,0.0,0.0,9.0,High
iUoikQq3xgk,Swop Kawangware,19719,,0.0,0.0,0.0,10.0,High
WF5Bjbhvqtq,Swop Korogocho,19271,,0.0,0.0,0.0,1.0,Low/Moderate
VgZpqrxhRPh,SWOP Thika Road VCT,18896,,0.0,0.0,0.0,8.0,High
M5fvKeUiG2F,Syotuvali Dispensary,21670,,0.0,0.0,0.0,1.0,Low/Moderate
jH6Z5wyMtrQ,Syumile Health Centre,12782,,0.0,0.0,0.0,1.0,Low/Moderate
erge4sMabaa,Tabaka Mission Hospital,14139,,0.0,3.0,0.0,14.0,Very High
FpRo1CGZrMi,Tabani Dispensary,20322,,0.0,0.0,0.0,1.0,Low/Moderate
B7uMXQhtT6l,Tabitha Medical Clinic,13234,,0.0,0.0,1.0,23.0,Severe
a4s2wKfJc30,Takaungu Dispensary,11836,,0.0,0.0,0.0,2.0,Low/Moderate
QFr0QG0e4r6,Takawiri Health Centre,14140,,0.0,0.0,0.0,1.0,Low/Moderate
ZZNxSbbRSpF,Takitech Dispensary,15700,,0.0,0.0,0.0,1.0,Low/Moderate
Jp842VS9qqy,Tala Health Centre,17170,,0.0,0.0,0.0,1.0,Low/Moderate
ukxQvonmMyN,Talek Health Centre,15702,,0.0,1.0,0.0,2.0,Low/Moderate
MMt233V3ZHG,Talitia Dispensary,21608,,0.0,1.0,0.0,3.0,Low/Moderate
AXYL3o00Lq2,Tambach Sub-County Hospital,15703,,0.0,0.0,0.0,2.0,Low/Moderate
yLNK3JwODOO,Tamlega Dispensary,16148,,0.0,0.0,0.0,1.0,Low/Moderate
PENvTx4fphA,Tamu Health Centre,14141,,0.0,1.0,0.0,2.0,Low/Moderate
epdkO0a3gPN,Tana Clinic,11085,,0.0,0.0,0.0,2.0,Low/Moderate
yLBn5USmgz1,Tanaka Nursing Home,16149,,0.0,0.0,0.0,6.0,High
qThsoxvdyh3,Tarakwa Health centre,15710,,0.0,1.0,1.0,5.0,Low/Moderate
nnQCgclxCj6,Taranganya Dispensary,14144,,0.0,0.0,0.0,1.0,Low/Moderate
hVc9GNgGPYF,Taru Dispensary,11838,,0.0,0.0,0.0,1.0,Low/Moderate
bm5rOfK9Fwr,Tassia Kwa Ndege Hospital,27815,,0.0,4.0,1.0,20.0,Severe
ynPfWsPSnEZ,Tausa Health Centre,11839,,0.0,0.0,0.0,1.0,Low/Moderate
xlKQSUOfy0y,Taveta Sub County Hospital,11840,,1.0,4.0,0.0,12.0,Very High
oDO5QS3lXAv,Tawa Sub-County Hospial,12787,,0.0,3.0,0.0,12.0,Very High
N61hgyIZ9lO,Tawakkul Medical Clinic,30018,,0.0,0.0,0.0,1.0,Low/Moderate
Wcgkpv2BHcy,Tawfiq Muslim Hospital,11843,,0.0,0.0,0.0,6.0,High
nU0IUSP4a2b,Tayyiba Medical Centre,14070,,0.0,0.0,0.0,1.0,Low/Moderate
Rb2ToilrNJu,Tea Research Foundation Dispensary,16471,,0.0,0.0,0.0,1.0,Low/Moderate
Th9AM1s9wWU,Teens Watch (FSW) Centre,24818,,0.0,0.0,0.0,1.0,Low/Moderate
jYVqRIqeR3q,Tegat Sub County Hospital,15714,,0.0,0.0,0.0,4.0,Low/Moderate
s9likQBEhHv,Tei Wa Yesu Health Centre,12789,,0.0,0.0,0.0,2.0,Low/Moderate
Ybn3yoQ90sa,Tekeleza Dice Kisii,20408,"Key Population
HIV SERVICES",0.0,0.0,0.0,3.0,Low/Moderate
JNYfO0eMqbH,Tenduet Dispensary,15717,,0.0,1.0,0.0,3.0,Low/Moderate
sIPPqjV5N2U,Tenwek Hospital Annex (Bomet),24143,,0.0,0.0,0.0,2.0,Low/Moderate
XcONFFYJVWE,Tenwek Mission Hospital,15719,,0.0,0.0,0.0,16.0,Very High
Uy0Kw0Km8J3,Tereza D'Lima Dispensary,12773,,0.0,0.0,0.0,1.0,Low/Moderate
YYQm99dJJ7X,Teso North Sub County Hospital,16150,,0.0,1.0,1.0,36.0,Severe
WeOT6kiStqL,Tezo Community Health Care,11848,,0.0,0.0,0.0,4.0,Low/Moderate
PhPRDX1hex6,Thaana Nzau Dispensary,12792,,0.0,0.0,0.0,1.0,Low/Moderate
NA01Vm8rjMs,Thagana County Medical Centre,23275,,0.0,0.0,0.0,1.0,Low/Moderate
XpgCObK6h8l,Thanantu Faith Clinic Dispensary,12793,,0.0,0.0,0.0,5.0,Low/Moderate
g4svIkkj4LQ,Thangathi Health Centre,11090,,0.0,0.0,0.0,5.0,Low/Moderate
kQq5xNDs2NC,The Caitlin O'Hara Community Health Clinic,30824,,0.0,1.0,0.0,0.0,Low/Moderate
irSZRFDiMu1,The Dawameds Hospital Limited,24242,,0.0,0.0,0.0,1.0,Low/Moderate
CZvhXoH6bT8,The Hope Medical Centre-Awasi,18415,Maternity and Nursing home,0.0,0.0,0.0,3.0,Low/Moderate
cX0OtKNpyyO,The Hopkins Crescent Hospitals Limited,26691,,0.0,0.0,0.0,2.0,Low/Moderate
dU2BSQ7w7wU,The Karen Hospital,13004,,0.0,0.0,0.0,4.0,Low/Moderate
TdONu8hu7bu,The Karen Hospital LTD -  Nakuru Clinic,25091,,0.0,0.0,0.0,1.0,Low/Moderate
mVjvQPVEjR6,The Mater Misericordiae Hospital (Mukuru),13074,,0.0,1.0,0.0,21.0,Severe
kIu1ZiuWQMv,The Modern Liberty Hospital LIMITED,29670,,0.0,0.0,0.0,1.0,Low/Moderate
Gax2TdaJYRW,The Pine Hospital,26053,,0.0,0.0,0.0,1.0,Low/Moderate
C40lzsD0Qxv,The white cresent Hospital,25719,,0.0,0.0,0.0,2.0,Low/Moderate
rW142rztOPK,Thiba Health Centre,11092,,0.0,1.0,0.0,3.0,Low/Moderate
KFaSkuOoYYU,Thika Level 5 Hospital,11094,,1.0,4.0,0.0,56.0,Critical
t7WClJf9O1y,Thika Nursing Home,11097,,0.0,0.0,0.0,1.0,Low/Moderate
FTGCRRob4SZ,Thika Sam's Nursing Home,26244,,0.0,0.0,0.0,3.0,Low/Moderate
sxGKQKrxYTH,Thim Jope Dispensary,20073,,0.0,1.0,0.0,0.0,Low/Moderate
sJHMc412zV6,Thim Lich Dispensary,16278,,0.0,2.0,0.0,5.0,Low/Moderate
X1oLiwDSw9V,Thinu Health Centre,12796,,0.0,0.0,0.0,2.0,Low/Moderate
UwzYXDUJFGj,Thitha Dispensary,12798,,0.0,1.0,0.0,2.0,Low/Moderate
sM5jV4xyWYh,Thunguma Dispensary,22179,,0.0,0.0,0.0,1.0,Low/Moderate
x8dwth6BYiK,Tigoi Health Centre,16151,,0.0,1.0,0.0,5.0,Low/Moderate
jyOgldxx4Ok,Tigoni Level 4 Hospital,11104,,0.0,0.0,0.0,19.0,Severe
PyWrHEBhFcc,Tiinei Dispensary,16368,,0.0,0.0,0.0,1.0,Low/Moderate
S9EM52EwGgF,Timau Catholic Dispensary,12801,,0.0,0.0,0.0,3.0,Low/Moderate
d0imj0dhHw1,Timau Sub-County Hospital,12802,Timau Hospital is off Meru Nanyuki road next to the County Commissioners' office,0.0,0.0,0.0,6.0,High
qST1ERiAwNm,Timboni Community Dispensary,11851,,0.0,2.0,0.0,14.0,Very High
r3d8BgiWRyz,Tindereti Dispensary,14145,,0.0,0.0,0.0,1.0,Low/Moderate
kuzvgtX2kyS,Ting'wangi Health Centre,14148,,0.0,0.0,0.0,9.0,High
tU8NI8ktS8x,Tinga Health Centre,14146,,0.0,1.0,0.0,8.0,High
dLWshrUrHts,Tinganga Catholic Dispensary,17094,,0.0,0.0,0.0,10.0,High
n8Ox0LYd7Di,Tingare Health Centre,14147,,0.0,1.0,0.0,2.0,Low/Moderate
LFBf0WwBzaX,Tisinye Health Centre,14149,,0.0,1.0,0.0,1.0,Low/Moderate
r5nl0fmu65n,Tiva Dispensary,12803,,0.0,0.0,0.0,1.0,Low/Moderate
OjZbKpyClzL,Tiwi Kwa Sammy Medical Center Limited,11830,,0.0,0.0,0.0,1.0,Low/Moderate
gEvZgtrunJY,Tiwi RHTC,11853,,0.0,0.0,0.0,3.0,Low/Moderate
xkZKxIwAsFy,Togomin Chebilat,28591,,0.0,0.0,0.0,1.0,Low/Moderate
iUpiwFY2vI7,Tom Mboya Dispensary,15732,,0.0,8.0,1.0,26.0,Severe
COhi5Nktve9,Tom Mboya Memorial Level 4 Hospital,14150,,0.0,0.0,1.0,3.0,Low/Moderate
XKVPZ47BC5b,Tombe Health Centre,14151,,0.0,0.0,0.0,4.0,Low/Moderate
yHZp8VN4Z0I,Tombe Medicare Centre (Manga),13801,,0.0,0.0,0.0,2.0,Low/Moderate
HzkPnfQ6FGT,Tombo Dispensary,20837,,0.0,0.0,0.0,2.0,Low/Moderate
eNZAGD0lqAk,Tonga Health Centre,14152,,0.0,0.0,0.0,2.0,Low/Moderate
exNcDMt9Cjs,Tongaren Model Health Centre,16152,,0.0,2.0,0.0,6.0,High
jQYCLl1pCIx,Tononoka Administration Police Dispensary & VCT,11854,,0.0,0.0,0.0,5.0,Low/Moderate
XNC30RIDLbz,Tononoka Ap Dispensary (Tononoka),11223,,0.0,0.0,0.0,2.0,Low/Moderate
hsgVQyr21gH,Tonymed Medical Clinic,16682,,0.0,2.0,0.0,2.0,Low/Moderate
ajXvRfmjYFy,Top Station Dispensary,15734,,0.0,3.0,0.0,7.0,High
tCdOaBSEWh8,Topcare Medical Center Subukia,21143,,0.0,0.0,0.0,1.0,Low/Moderate
WzkeCX9NJHS,Topcare Nursing Home,18189,,0.0,0.0,0.0,2.0,Low/Moderate
Ig4nN4ZgawG,Toretmoi Dispensary,17022,,0.0,1.0,0.0,1.0,Low/Moderate
JsyNWojvXgf,Total Health Centre,16403,,0.0,2.0,0.0,8.0,High
ZEIKCe2An8z,Trans Marigold Hospital,29267,,0.0,0.0,0.0,6.0,High
MkgvUQue97g,Transmara West Sub County Hospital,15739,,0.0,1.0,0.0,12.0,Very High
UaP34SZAHKG,Triza Medical Clinic,24953,along Masjid Noor Mosque off umoja rubber,0.0,0.0,0.0,2.0,Low/Moderate
s2g4LbaNE2w,Tsangatsini Dispensary,11859,,0.0,2.0,0.0,6.0,High
Dy7Tt7EFlvW,Tsavo Comprehensive Annex Medical Clinic,23849,,0.0,0.0,0.0,2.0,Low/Moderate
fBY4PYGFVBq,Tseikuru Sub County Hospital,12805,,0.0,0.0,0.0,4.0,Low/Moderate
QXYRGaSfPBL,Tudor District Hospital (Mombasa),11861,,0.0,4.0,0.0,18.0,Very High
NXEFQP2GnhN,Tuiyotich Dispensary,15745,,0.0,0.0,0.0,1.0,Low/Moderate
gCfHf4tRoe8,Tulia Health Centre,12806,,0.0,1.0,0.0,3.0,Low/Moderate
k086cMTy5X8,Tulimani Health Centre,12808,,0.0,1.0,0.0,1.0,Low/Moderate
R7cVUaPd35q,Tulwet Health Centre,15747,,0.0,0.0,0.0,2.0,Low/Moderate
qShCnJhUV5C,Tumaini clinic (Kiambu West),17371,,0.0,0.0,0.0,1.0,Low/Moderate
EVGtiyRCiFL,Tumaini Dice,22564,,0.0,0.0,0.0,1.0,Low/Moderate
EFUa7hVf8r5,Tumaini DICE - Asembo Bay,18557,,0.0,0.0,0.0,3.0,Low/Moderate
xyaGAI5y5BB,Tumaini Dice Dispensary (Kisumu),20523,Non Governmental Organization Drop in Centre for Key Populations,0.0,0.0,0.0,4.0,Low/Moderate
fMVB01WfR0G,TUMAINI DICE-SIAYA,22173,,0.0,0.0,0.0,1.0,Low/Moderate
awDItG2Ze2Q,Tumaini DISC Clinic,22392,,0.0,0.0,0.0,4.0,Low/Moderate
cicQMH7iOIv,Tumaini Dispensary,17473,,0.0,0.0,0.0,1.0,Low/Moderate
T5zScOnkZDd,Tumaini Maternity and Nursing Home (Kibwezi),17917,,0.0,0.0,0.0,1.0,Low/Moderate
ugEIP0qLx3w,Tumaini Medical Clinic (Thika West),17866,,0.0,0.0,0.0,37.0,Severe
cqUcX50S0g3,Tumaini Sondu Dice,20934,Situated along Kisumu- Kisii highway at centre of Sondu Market.200 metres from Sondu Health Centre,0.0,0.0,0.0,2.0,Low/Moderate
eQ411WldmOy,Tumutumu (PCEA) Hospital,11124,,0.0,0.0,0.0,2.0,Low/Moderate
CtVVIjBzLkX,Tungutu Health Centre,12812,,0.0,0.0,0.0,3.0,Low/Moderate
eDZupn6owH8,Tunyai Health centre,12813,,0.0,1.0,0.0,6.0,High
M3R1UYPIuf1,Tunzanani dispensary,24138,,0.0,0.0,0.0,3.0,Low/Moderate
bArGQMJx5Vs,Turasha Dispensary,11126,,0.0,1.0,0.0,5.0,Low/Moderate
jbufYjWV5II,Turkwel Health Centre (Loima),15754,,0.0,0.0,0.0,3.0,Low/Moderate
zu5PnPqhYSU,Tuthu Dispensary,11129,,0.0,0.0,0.0,1.0,Low/Moderate
CVWhiAKtyc2,Tuti Medical Clinic,23895,,0.0,0.0,0.0,1.0,Low/Moderate
bgPs2UcHIcc,Tuungane Center (Awendo),18503,,0.0,0.0,0.0,2.0,Low/Moderate
RZWK03w2lGf,Tuungane Dice,18109,,0.0,0.0,0.0,6.0,High
m7Apm4vbqtE,Tuuru Catholic Health Centre,12816,,0.0,1.0,0.0,6.0,High
uPPY2OWVTlo,Twiga Dispensary,22568,,1.0,1.0,0.0,2.0,Low/Moderate
WPFI84EO5Ew,Tyaa Kamuthale Health Centre,12819,,0.0,0.0,0.0,1.0,Low/Moderate
xmqZcSknOaR,Ucheru Community Health Centre,11130,,0.0,0.0,1.0,2.0,Low/Moderate
weyCAoCYvTj,Ugina Health Centre,14155,,0.0,0.0,0.0,4.0,Low/Moderate
z4ye3IxRE6f,Ugua Pole Clinic,20444,,0.0,0.0,0.0,1.0,Low/Moderate
QCgPeQ0XSzz,Ugweri Dispensary,12820,,1.0,1.0,0.0,5.0,Low/Moderate
TftBThfkPx8,Uhembo Dispensary,17532,,0.0,1.0,0.0,3.0,Low/Moderate
TXGyS25PjDj,Uhuyi Dispensary,14107,,0.0,0.0,0.0,6.0,High
noEGy4LQxmn,Ukia Dispensary,12822,,0.0,1.0,0.0,4.0,Low/Moderate
GqRPZuGWkm1,Ukunda Diani Catholic Dispensary,11867,,0.0,0.0,0.0,3.0,Low/Moderate
Iup62QtD0aw,Ukunda Medical Clinic,16552,,0.0,0.0,0.0,4.0,Low/Moderate
izw2qiqKFYI,Ukwala Sub County Hospital,14156,,0.0,2.0,0.0,15.0,Very High
TsA9YJvSsDV,Ulafu Dispensary,20507,,0.0,1.0,0.0,0.0,Low/Moderate
WnyXc5FYO5e,Ulanda Mission Dispensary,14157,,0.0,0.0,0.0,8.0,High
dNgg6md2JdN,Uloma Dispensary,22406,,0.0,1.0,0.0,0.0,Low/Moderate
i7fRWb47rxA,Ulungo Dispensary,14158,in usigu Division . boarders Yala swamp in Siaya District .the facility is very far from the main road almost 8km,0.0,0.0,0.0,3.0,Low/Moderate
JR47sh98qKk,Uluthe Dispensary,13799,,0.0,0.0,0.0,4.0,Low/Moderate
EqMPdPE7rOm,Umala Dispensary,16791,,0.0,0.0,0.0,3.0,Low/Moderate
adrt3yquw88,Umer Dispensary,17530,,0.0,0.0,0.0,4.0,Low/Moderate
l0VBmNzYUnH,Umoja Dispensary,22708,,0.0,0.0,0.0,1.0,Low/Moderate
zGAtALrJYYg,Umoja Health Centre,13240,,0.0,3.0,0.0,13.0,Very High
QEnV6142tKT,Unga Health Center,20242,,0.0,0.0,0.0,3.0,Low/Moderate
g21QmK3g2Hf,Unison Medical Clinic,17032,,0.0,0.0,0.0,2.0,Low/Moderate
kZ8MryqHonL,University of Nairobi Health Services-Main Campus,13242,,0.0,0.0,0.0,2.0,Low/Moderate
fPbVD7Wu8M7,Upendo Medical Clinic (Kitui),12826,at Kabati town,0.0,0.0,0.0,2.0,Low/Moderate
Ty7UTI6ULgR,Upper Solai Health Centre,15763,,0.0,1.0,0.0,4.0,Low/Moderate
ER9BOdawZcT,Uradi Health Centre,17183,,0.0,0.0,0.0,5.0,Low/Moderate
oYvO4rVR6jz,Urafiki Medical Clinic,18142,,0.0,0.0,0.0,1.0,Low/Moderate
mGga9qtmJEk,Urenga Health Centre,14159,,0.0,0.0,0.0,4.0,Low/Moderate
cgLe4rXJQ2f,Uriri Dispensary,14160,,0.0,0.0,0.0,4.0,Low/Moderate
eNAWFykGp3w,Uriri Sub County Hospital,14161,,0.0,2.0,0.0,21.0,Severe
QqzDmPTu1tk,Usao Health Centre,14162,,0.0,0.0,0.0,6.0,High
U0QSt0gU4Am,Usenge Dispensary,14163,in Usigu Division,0.0,0.0,0.0,7.0,High
xitAURIVSmj,Ushirika Dispensary (Dandora),26913,,0.0,4.0,0.0,16.0,Very High
fWva3QHl9PM,Ushirika Medical Clinic,13245,,0.0,0.0,0.0,10.0,High
Iya3kdsvW1A,Usigu Health Centre,14164,in Usigu Division,0.0,2.0,0.0,5.0,Low/Moderate
AqP3pSCdfOg,Utange Medical Centre,23304,,0.0,0.0,0.0,3.0,Low/Moderate
WHsccpcdkET,Utawala Dispensary,13448,,0.0,2.0,0.0,2.0,Low/Moderate
Aor4slMUZ22,Uthiru Health Centre,11141,,0.0,0.0,0.0,8.0,High
MwFhJW2w7yH,Uthiru Muthua Health Centre,18628,,0.0,1.0,1.0,10.0,High
EiVhYYfY6Xm,Uvete Health Centre,17441,,0.0,1.0,0.0,1.0,Low/Moderate
jOzfLmxxFJW,Uviluni Dispensary,17845,,0.0,0.0,0.0,1.0,Low/Moderate
